FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
500072,CUST000072,2021,2021-03-14,2021-08-31,Home,WA,C,98004,30.99,Y,Basic,Mixed,Shingle,1433,1,16,1,47,0,B,Independent,1233.94,1217.82,86.38,148.07,127.53,389527,0.0,0,0.998,1.0,12,0,1,0,0.104,New,0.0,0,1,Low,389527,1500,4,0,Credit Card,1,Partner Referral,8,499272,48787,690
500073,CUST000073,2021,2021-02-20,2021-03-31,Home,CA,C,94105,57.08,N,Basic,Frame,Shingle,2398,2,40,1,45,0,D,Independent,4540.55,4015.49,317.84,544.87,276.32,623592,0.0,0,0.898,1.0,12,0,0,1,0.0714,New,0.0,1,1,Middle,623592,2000,4,0,Credit Card,9,Social Media,9,924907,66642,569
500074,CUST000074,2021,2021-09-15,2022-06-30,Rental,FL,D,33601,54.02,Y,Standard,Masonry,Shingle,1640,1,33,1,44,0,B,Online,2268.38,2375.51,192.81,45.37,174.08,347115,41297.16,2,1.04,1.0,12,1,1,0,0.1041,New,39457.16,0,1,Upper Middle,347115,1000,3,0,Bank Transfer,3,Email Campaign,9,352877,127658,699
500075,CUST000075,2021,2021-01-12,2021-10-31,Rental,FL,C,33601,69.09,N,Standard,Frame,Metal,1821,2,40,1,42,0,B,Online,2576.49,2397.27,219.0,51.53,187.94,372418,0.0,0,0.911,1.0,12,0,1,1,0.1191,New,0.0,1,1,Middle,372418,500,3,0,Bank Transfer,11,Agent Referral,6,428716,78368,701
500076,CUST000076,2021,2021-06-06,2021-10-31,Home,NY,D,12207,16.99,Y,Basic,Mixed,Metal,2344,2,36,1,55,1,B,Online,2871.47,2747.82,201.0,57.43,201.22,897640,0.0,0,0.936,1.0,12,1,0,0,0.0649,New,0.0,1,1,Low,897640,500,5,0,Auto Debit,1,Aggregator,2,1071195,49795,710
500077,CUST000077,2021,2021-02-26,2021-11-30,Home,CA,C,90001,52.75,N,Basic,Frame,Metal,2299,2,54,1,53,1,B,Online,3404.55,3236.65,238.32,68.09,225.2,639767,0.0,0,0.941,1.0,12,0,0,0,0.0782,New,0.0,1,1,Upper Middle,639767,1000,4,0,Auto Debit,1,Online Search,5,946566,93720,707
500078,CUST000078,2021,2021-02-09,2021-10-31,Home,FL,B,32801,60.31,Y,Standard,Frame,Shingle,2363,1,23,0,54,0,C,Online,3646.04,3282.79,309.91,72.92,236.07,462297,0.0,0,0.904,1.0,12,0,1,0,0.1237,New,0.0,0,1,Middle,462297,1000,4,0,Credit Card,2,Partner Referral,4,503707,76496,666
500079,CUST000079,2021,2021-11-01,2021-11-30,Rental,TX,B,73301,36.27,Y,Standard,Masonry,Shingle,2715,2,35,0,60,0,B,Broker,1659.8,1568.43,116.19,248.97,146.69,375944,20672.62,1,0.915,1.0,12,0,0,0,0.0641,New,19752.62,1,1,Middle,375944,1000,4,2,Auto Debit,1,Partner Referral,3,392781,54864,696
500080,CUST000080,2021,2021-11-08,2022-05-31,Condo,FL,B,33601,36.48,Y,Basic,Masonry,Metal,1088,1,16,1,26,0,C,Broker,1286.87,1266.82,109.38,193.03,129.91,205364,0.0,0,0.981,1.0,12,0,0,0,0.0523,New,0.0,1,1,Low,205364,1000,4,0,Credit Card,1,Online Search,6,251509,40945,634
500081,CUST000081,2021,2021-08-18,2022-05-31,Rental,TX,D,73301,35.62,Y,Basic,Mixed,Shingle,1787,2,21,1,45,0,C,Independent,1056.48,1050.18,73.95,126.78,119.54,207218,0.0,0,1.006,1.0,12,1,0,1,0.0532,New,0.0,1,1,Low,207218,1000,4,0,Bank Transfer,8,Online Search,7,264427,43737,669
500082,CUST000082,2021,2021-07-19,2022-03-31,Condo,FL,B,33601,46.41,N,Standard,Masonry,Metal,1537,1,29,0,43,0,C,Independent,2031.36,1871.21,172.67,243.76,163.41,292084,32123.94,1,0.936,1.0,12,1,0,0,0.0656,New,31203.94,1,1,Upper Middle,292084,1000,4,0,Debit Card,3,Agent Referral,2,353183,127469,653
500083,CUST000083,2021,2021-01-03,2021-04-30,Home,CA,A,92101,61.67,N,Standard,Frame,Tile,2000,3,26,1,34,0,B,Independent,3660.58,3616.22,256.24,439.27,236.73,673785,0.0,0,1.003,1.0,12,0,0,0,0.0529,New,0.0,1,1,Middle,673785,500,4,0,Bank Transfer,4,Agent Referral,9,853081,52829,712
500084,CUST000084,2021,2021-04-22,2021-06-30,Rental,WA,B,99201,30.51,N,Standard,Masonry,Shingle,2074,1,51,0,61,1,C,Online,1627.99,1564.12,113.96,32.56,145.26,388959,0.0,0,0.949,1.0,12,0,0,0,0.0654,New,0.0,1,1,Middle,388959,1000,4,0,Auto Debit,1,Aggregator,4,475102,84214,634
500085,CUST000085,2021,2021-06-23,2021-10-31,Home,CA,A,95814,59.51,N,Basic,Frame,Tile,1305,2,31,1,43,1,C,Direct,2356.03,2271.99,164.92,70.68,178.02,444491,0.0,0,0.951,1.0,12,1,1,0,0.125,New,0.0,1,1,Upper Middle,444491,1000,5,0,Auto Debit,0,Online Search,10,607050,101964,656
500086,CUST000086,2021,2021-08-18,2021-10-31,Home,FL,A,33101,60.76,N,Standard,Mixed,Metal,2291,1,24,1,31,1,D,Online,3702.48,3430.28,314.71,74.05,238.61,431682,0.0,0,0.936,1.0,12,1,0,1,0.0748,New,0.0,0,1,Upper Middle,431682,1500,3,0,Auto Debit,5,Email Campaign,1,494460,96237,581
500087,CUST000087,2021,2021-05-06,2021-07-31,Rental,CA,C,92101,37.93,N,Standard,Mixed,Metal,1497,2,35,1,45,1,D,Broker,3480.08,3386.22,243.61,522.01,228.6,529162,0.0,0,0.954,1.0,12,0,1,0,0.0882,New,0.0,1,1,Middle,529162,500,4,1,Auto Debit,2,Partner Referral,7,625796,71863,568
500088,CUST000088,2021,2021-12-14,2022-07-31,Home,FL,D,33301,42.82,Y,Standard,Masonry,Metal,1515,1,38,0,45,1,A,Independent,1962.76,1909.23,166.83,235.53,160.32,367440,0.0,0,0.967,1.0,12,0,0,0,0.0849,New,0.0,0,1,Upper Middle,367440,2000,4,0,Auto Debit,0,Partner Referral,9,376207,146924,769
500089,CUST000089,2021,2021-07-23,2021-08-31,Home,CA,B,95814,43.65,Y,Standard,Mixed,Shingle,1825,3,45,1,40,0,C,Online,4508.65,4291.5,315.61,90.17,274.89,792915,0.0,0,0.937,1.0,12,1,0,0,0.0696,New,0.0,1,1,Middle,792915,500,3,0,Bank Transfer,2,Partner Referral,6,815147,76703,678
500090,CUST000090,2021,2021-02-14,2021-03-31,Home,TX,B,79901,46.69,N,Standard,Frame,Shingle,2537,2,29,1,54,1,C,Online,1548.65,1569.59,108.41,30.97,141.69,325562,0.0,0,0.979,1.0,12,0,1,0,0.1143,New,0.0,1,1,Middle,325562,1000,5,0,Credit Card,2,Email Campaign,5,399129,83582,667
500091,CUST000091,2021,2021-05-14,2021-11-30,Home,TX,D,77001,33.78,N,Premium,Frame,Metal,2475,2,9,1,38,0,C,Broker,1406.95,1350.75,98.49,211.04,135.31,372402,0.0,0,0.994,1.0,12,0,0,1,0.0503,New,0.0,1,1,Low,372402,1500,4,1,Auto Debit,8,Online Search,8,391782,27293,625
500092,CUST000092,2021,2021-01-12,2021-01-31,Condo,FL,A,32801,63.52,Y,Basic,Frame,Tile,1531,1,26,0,28,0,B,Independent,2138.36,2154.51,181.76,256.6,168.23,310823,47939.29,2,1.006,1.0,12,0,0,0,0.059,New,46099.29,0,1,Middle,310823,1000,3,1,Auto Debit,1,Partner Referral,12,398867,79071,694
500093,CUST000093,2021,2021-04-15,2021-09-30,Condo,NY,D,12207,27.06,N,Standard,Mixed,Tile,1137,1,38,1,48,1,C,Online,1775.41,1653.27,124.28,35.51,151.89,436930,0.0,0,0.923,1.0,12,0,0,0,0.0695,New,0.0,1,1,Middle,436930,1000,3,1,Bank Transfer,3,Online Search,1,528051,85753,670
500094,CUST000094,2021,2021-09-03,2022-04-30,Condo,NY,A,11201,41.25,Y,Basic,Masonry,Tile,1351,2,61,0,52,0,A,Direct,1673.62,1476.18,117.15,50.21,147.31,446925,0.0,0,0.894,1.0,12,1,0,0,0.1142,New,0.0,1,1,Upper Middle,446925,5000,5,0,Credit Card,4,Agent Referral,1,552916,142572,783
500095,CUST000095,2021,2021-08-01,2021-11-30,Rental,CA,B,95814,38.91,N,Basic,Mixed,Shingle,1968,2,6,1,31,0,C,Independent,2874.46,3003.44,201.21,344.93,201.35,539362,67656.84,3,1.05,1.0,12,1,0,0,0.0553,New,64896.84,1,1,Middle,539362,1000,3,1,Auto Debit,0,Email Campaign,4,754972,72885,654
500096,CUST000096,2021,2021-03-27,2021-03-31,Home,NY,A,10001,40.16,Y,Basic,Mixed,Shingle,2277,1,44,1,62,0,B,Independent,3378.74,2959.4,236.51,405.45,224.04,806137,0.0,0,0.899,1.0,12,0,0,0,0.0906,New,0.0,1,1,Middle,806137,2000,5,0,Bank Transfer,2,Online Search,7,1034908,69696,704
500097,CUST000097,2021,2021-09-20,2021-12-31,Condo,FL,B,33301,50.26,N,Standard,Frame,Metal,1353,1,26,1,62,2,B,Independent,1581.23,1545.02,134.4,189.75,143.16,266158,0.0,0,0.946,1.0,12,1,1,0,0.0909,New,0.0,1,1,Middle,266158,1000,4,1,Credit Card,2,Aggregator,8,319191,67203,713
500098,CUST000098,2021,2021-08-27,2022-06-30,Home,TX,B,78701,40.89,N,Basic,Frame,Shingle,1838,2,18,1,76,1,D,Broker,1185.32,1131.48,82.97,177.8,125.34,211046,0.0,0,0.483,0.5,6,1,0,0,0.0611,New,0.0,1,1,Low,211046,1000,4,1,Credit Card,0,Agent Referral,7,308164,33617,597
500099,CUST000099,2021,2021-10-23,2021-12-31,Home,TX,D,79901,13.26,Y,Premium,Masonry,Tile,2165,2,14,1,66,0,B,Direct,1014.71,989.14,71.03,30.44,117.66,359096,0.0,0,0.996,1.0,12,0,0,0,0.0802,New,0.0,1,1,Upper Middle,359096,1500,4,0,Auto Debit,2,Agent Referral,8,332561,122854,723
500100,CUST000100,2021,2021-05-07,2021-12-31,Condo,NY,C,14604,39.66,N,Standard,Masonry,Shingle,1338,1,46,0,42,0,B,Independent,2017.88,1907.18,141.25,242.15,162.8,486960,0.0,0,0.949,1.0,12,0,0,0,0.0594,New,0.0,0,1,Middle,486960,500,4,1,Auto Debit,1,Aggregator,6,569833,72276,713
500101,CUST000101,2021,2021-07-02,2021-09-30,Home,TX,B,79901,22.97,N,Premium,Masonry,Shingle,1888,2,1,0,55,0,A,Independent,738.73,679.03,51.71,88.65,105.24,277783,0.0,0,0.927,1.0,12,1,0,0,0.0873,New,0.0,1,1,Upper Middle,277783,2500,4,0,Auto Debit,0,Agent Referral,8,287172,136370,738
500102,CUST000102,2021,2021-01-05,2021-03-31,Home,CA,D,95814,43.18,N,Standard,Masonry,Shingle,2584,1,36,0,77,0,B,Independent,4692.87,4914.95,328.5,563.14,283.18,987772,0.0,0,1.05,1.0,12,0,1,0,0.092,New,0.0,0,1,Upper Middle,987772,1000,5,0,Credit Card,3,Agent Referral,9,1185603,96268,691
500103,CUST000103,2021,2021-06-05,2021-08-31,Rental,TX,C,79901,47.47,Y,Standard,Masonry,Shingle,1520,1,36,1,38,0,B,Independent,1044.51,1088.38,73.12,125.34,119.0,211144,0.0,0,1.016,1.0,12,1,1,0,0.1285,New,0.0,0,1,Middle,211144,5000,4,0,Bank Transfer,7,Agent Referral,6,224662,71687,710
500104,CUST000104,2021,2021-12-26,2022-02-28,Rental,WA,C,98101,48.17,Y,Basic,Frame,Shingle,1786,1,36,1,34,1,C,Direct,2028.96,2007.27,142.03,60.87,163.3,440708,0.0,0,0.971,1.0,12,0,0,0,0.0911,New,0.0,0,1,Middle,440708,2000,4,0,Auto Debit,2,Agent Referral,8,563866,77930,642
500105,CUST000105,2021,2021-03-11,2021-10-31,Home,FL,B,33101,52.27,Y,Standard,Frame,Metal,850,1,28,0,71,0,C,Independent,1469.84,1483.63,124.94,176.38,138.14,212583,6522.87,1,1.019,1.0,12,0,0,0,0.087,New,4682.87,1,1,Low,212583,2000,3,2,Bank Transfer,3,Partner Referral,8,222547,27515,651
500106,CUST000106,2021,2021-10-12,2022-02-28,Home,CA,B,90001,33.97,N,Standard,Masonry,Tile,2109,1,33,0,65,0,B,Online,2991.54,3213.63,209.41,59.83,206.62,765307,0.0,0,1.018,1.0,12,0,1,0,0.1294,New,0.0,0,1,Middle,765307,500,5,0,Credit Card,2,Agent Referral,2,888191,55783,704
500107,CUST000107,2021,2021-09-06,2021-10-31,Home,FL,B,33301,38.13,N,Basic,Mixed,Metal,1506,1,33,1,45,0,D,Independent,1690.2,1684.7,143.67,202.82,148.06,228419,0.0,0,0.991,1.0,12,1,1,1,0.1208,New,0.0,1,1,Low,228419,2000,5,0,Credit Card,8,Agent Referral,10,323238,36900,554
500108,CUST000108,2021,2021-01-22,2021-09-30,Home,NY,C,12207,37.61,N,Standard,Frame,Metal,2259,2,29,0,48,0,C,Broker,4359.05,4283.57,305.13,653.86,268.16,1095589,0.0,0,0.496,0.5,6,0,1,0,0.0816,New,0.0,0,1,Middle,1095589,500,4,0,Debit Card,0,Agent Referral,12,1280401,76688,663
500109,CUST000109,2021,2021-05-24,2022-01-31,Rental,NY,B,12207,30.52,N,Standard,Mixed,Shingle,1898,1,21,1,47,0,D,Independent,3927.35,3960.33,274.91,471.28,248.73,781938,0.0,0,1.039,1.0,12,0,1,1,0.1392,New,0.0,1,1,Low,781938,2000,4,0,Credit Card,6,Online Search,12,984812,41381,577
500110,CUST000110,2021,2021-02-25,2021-07-31,Home,WA,D,98004,31.99,N,Premium,Frame,Shingle,1856,3,43,0,51,0,B,Direct,1904.34,1918.58,133.3,57.13,157.7,597891,0.0,0,0.998,1.0,12,0,1,0,0.1434,New,0.0,1,1,Middle,597891,2000,5,0,Bank Transfer,1,Online Search,12,611135,80740,690
500111,CUST000111,2021,2021-07-15,2021-08-31,Home,FL,D,33101,56.45,N,Basic,Frame,Metal,1915,2,40,1,26,0,B,Direct,1839.15,1710.44,156.33,55.17,154.76,332025,33551.39,1,0.928,1.0,12,1,0,0,0.1125,New,28951.39,1,1,Upper Middle,332025,5000,4,1,Auto Debit,0,Partner Referral,5,487981,96151,687
500112,CUST000112,2021,2021-11-27,2021-11-30,Home,WA,D,99201,21.83,Y,Basic,Masonry,Shingle,2370,1,36,1,47,1,D,Online,2790.24,2743.53,195.32,55.8,197.56,588325,0.0,0,0.967,1.0,12,0,0,0,0.0874,New,0.0,0,1,Middle,588325,500,3,0,Bank Transfer,6,Agent Referral,10,732904,89593,591
500113,CUST000113,2021,2021-09-21,2022-03-31,Rental,WA,C,98004,28.68,N,Basic,Mixed,Tile,1577,1,36,1,33,0,B,Broker,1185.59,1116.79,82.99,177.84,125.35,346357,12487.88,1,0.945,1.0,12,1,0,0,0.0625,New,12027.88,0,1,Low,346357,500,3,1,Bank Transfer,1,Agent Referral,7,488577,39188,685
500114,CUST000114,2021,2021-02-22,2021-07-31,Rental,NY,D,10001,29.95,N,Premium,Mixed,Metal,1507,2,30,1,45,0,D,Online,3183.2,2827.55,222.82,63.66,215.24,664709,0.0,0,0.891,1.0,12,0,0,0,0.1182,New,0.0,1,1,Middle,664709,2000,4,0,Debit Card,0,Online Search,1,691498,56884,605
500115,CUST000115,2021,2021-03-19,2021-04-30,Home,NY,A,14604,32.21,Y,Standard,Frame,Tile,2384,3,23,0,57,0,B,Broker,3792.27,3802.34,265.46,568.84,242.65,1163233,0.0,0,1.05,1.0,12,0,1,0,0.1173,New,0.0,0,1,Upper Middle,1163233,2000,5,1,Credit Card,2,Partner Referral,8,1204836,106937,726
500116,CUST000116,2021,2021-06-08,2021-11-30,Home,CA,D,90001,38.56,N,Basic,Frame,Tile,1876,1,21,1,53,1,D,Broker,3083.08,3050.55,215.82,462.46,210.74,486118,13253.59,1,0.472,0.5,6,1,0,0,0.0648,New,12793.59,0,1,Middle,486118,500,4,0,Debit Card,3,Partner Referral,7,732282,70585,571
500117,CUST000117,2021,2021-07-19,2021-11-30,Rental,CA,A,90001,62.9,N,Standard,Mixed,Metal,1870,1,61,0,82,0,C,Broker,4107.77,4153.5,287.54,616.17,256.85,629145,36322.9,2,1.023,1.0,12,1,0,0,0.0632,New,33562.9,1,1,Upper Middle,629145,1500,4,0,Credit Card,0,Partner Referral,6,725962,120023,656
500118,CUST000118,2021,2021-01-19,2021-05-31,Condo,TX,B,79901,19.89,Y,Standard,Masonry,Tile,1463,1,4,0,54,0,A,Direct,553.41,511.49,38.74,16.6,96.9,211500,0.0,0,0.925,1.0,12,0,0,0,0.0824,New,0.0,1,1,Upper Middle,211500,1000,4,0,Credit Card,4,Online Search,12,215315,120621,776
500119,CUST000119,2021,2021-05-21,2021-05-31,Rental,NY,A,14604,40.56,Y,Premium,Mixed,Shingle,1621,1,23,0,53,0,A,Online,2946.67,2986.57,206.27,58.93,204.6,851221,0.0,0,1.039,1.0,12,0,1,0,0.1006,New,0.0,1,1,High,851221,500,4,0,Credit Card,0,Aggregator,6,769775,155846,802
500120,CUST000120,2021,2021-10-18,2022-05-31,Rental,NY,B,10001,39.04,Y,Basic,Frame,Metal,2095,2,45,1,25,0,A,Online,2195.26,2062.68,153.67,43.91,170.79,681263,0.0,0,0.958,1.0,12,0,1,0,0.1021,New,0.0,1,1,Upper Middle,681263,1500,5,0,Bank Transfer,2,Partner Referral,1,870854,94478,758
500121,CUST000121,2021,2021-09-22,2021-10-31,Home,WA,A,98004,37.41,N,Standard,Frame,Shingle,1535,2,20,0,55,0,B,Broker,1706.88,1714.28,119.48,256.03,148.81,559457,0.0,0,1.038,1.0,12,1,1,1,0.1373,New,0.0,0,1,Middle,559457,2000,4,0,Auto Debit,2,Social Media,6,607020,89018,695
500122,CUST000122,2021,2021-09-22,2021-11-30,Rental,CA,C,95814,48.62,N,Basic,Frame,Tile,1358,3,23,1,50,0,A,Independent,1749.88,1683.52,122.49,209.99,150.74,396663,0.0,0,0.981,1.0,12,1,0,0,0.0666,New,0.0,1,1,Upper Middle,396663,1000,4,0,Credit Card,2,Agent Referral,9,561555,98473,736
500123,CUST000123,2021,2021-10-09,2022-07-31,Home,CA,A,90001,51.56,N,Basic,Frame,Metal,1473,2,27,1,43,1,B,Online,2421.98,2502.01,169.54,48.44,180.99,494828,0.0,0,0.507,0.5,6,0,0,0,0.0893,New,0.0,1,1,Middle,494828,1500,5,0,Auto Debit,1,Social Media,2,710537,73069,684
500124,CUST000124,2021,2021-04-10,2021-08-31,Home,CA,A,94105,46.1,Y,Premium,Masonry,Metal,1872,2,24,1,53,0,B,Independent,3639.06,3710.27,254.73,436.69,235.76,850159,10066.05,1,0.998,1.0,12,0,0,0,0.0649,New,9146.05,1,1,Middle,850159,1000,4,1,Auto Debit,0,Agent Referral,12,793662,50934,693
500125,CUST000125,2021,2021-10-17,2022-07-31,Condo,FL,D,33601,37.42,N,Basic,Masonry,Shingle,1398,1,29,1,38,0,A,Online,1413.71,1382.01,120.16,28.27,135.62,248633,0.0,0,1.007,1.0,12,0,0,0,0.1056,New,0.0,1,1,Middle,248633,5000,4,0,Credit Card,1,Agent Referral,3,351296,50904,736
500126,CUST000126,2021,2021-09-11,2022-01-31,Home,TX,A,79901,51.52,Y,Basic,Mixed,Shingle,2256,1,10,1,45,0,C,Online,1398.67,1244.96,97.91,27.97,134.94,283370,0.0,0,0.872,1.0,12,1,0,0,0.076,New,0.0,1,1,High,283370,1000,4,0,Bank Transfer,1,Agent Referral,3,333730,162347,668
500127,CUST000127,2021,2021-04-24,2021-12-31,Rental,WA,A,99201,31.46,N,Basic,Frame,Tile,2013,1,21,0,44,0,A,Independent,1284.38,1242.0,89.91,154.13,129.8,438811,0.0,0,0.952,1.0,12,0,0,0,0.0434,New,0.0,0,1,Upper Middle,438811,1000,4,0,Auto Debit,2,Online Search,9,632798,131698,741
500128,CUST000128,2021,2021-11-11,2022-08-31,Home,CA,B,95814,57.16,Y,Standard,Frame,Tile,1329,2,44,0,60,1,D,Independent,3045.97,2923.29,213.22,365.52,209.07,434896,0.0,0,0.955,1.0,12,0,0,1,0.0914,New,0.0,1,1,Low,434896,2000,4,0,Credit Card,8,Agent Referral,7,457546,33623,617
500129,CUST000129,2021,2021-12-17,2022-02-28,Home,CA,A,95814,59.8,Y,Standard,Frame,Tile,2241,1,36,1,52,0,C,Independent,4995.16,4617.83,349.66,599.42,296.78,866876,0.0,0,0.939,1.0,12,0,0,0,0.0566,New,0.0,0,1,Middle,866876,1000,4,0,Bank Transfer,3,Partner Referral,8,894877,71224,673
500130,CUST000130,2021,2021-01-13,2021-02-28,Home,WA,D,98101,30.65,N,Basic,Frame,Tile,2732,3,36,1,29,0,C,Direct,2630.23,2593.92,184.12,78.91,190.36,661560,0.0,0,0.962,1.0,12,0,0,0,0.0865,New,0.0,1,1,Low,661560,500,4,2,Bank Transfer,1,Email Campaign,9,937993,48487,663
500131,CUST000131,2021,2021-10-24,2022-05-31,Home,TX,A,77001,24.11,N,Premium,Masonry,Metal,1758,2,0,1,52,0,B,Online,846.28,875.89,59.24,16.93,110.08,265897,0.0,0,1.013,1.0,12,0,0,0,0.0671,New,0.0,1,1,Upper Middle,265897,1500,4,0,Credit Card,0,Agent Referral,4,283567,93595,718
500132,CUST000132,2021,2021-11-23,2021-11-30,Home,CA,D,92101,36.07,Y,Basic,Mixed,Tile,2267,2,36,1,38,0,C,Independent,3908.74,3377.16,273.61,469.05,247.89,702703,0.0,0,0.462,0.5,6,0,0,0,0.0546,New,0.0,1,1,Upper Middle,702703,1500,4,0,Debit Card,3,Email Campaign,12,875377,95142,635
500133,CUST000133,2021,2021-03-03,2021-05-31,Condo,WA,A,98501,33.72,Y,Basic,Frame,Metal,1436,1,24,1,40,0,D,Independent,1572.66,1431.12,110.09,188.72,142.77,338490,0.0,0,0.443,0.5,6,0,0,1,0.0653,New,0.0,1,1,Middle,338490,1000,3,0,Debit Card,7,Online Search,11,394585,63421,551
500134,CUST000134,2021,2021-04-15,2022-02-28,Rental,WA,D,98101,32.39,N,Standard,Masonry,Shingle,1121,1,56,1,44,0,B,Online,852.09,797.25,59.65,17.04,110.34,231193,0.0,0,0.461,0.5,6,0,1,0,0.1025,New,0.0,1,1,Upper Middle,231193,1500,4,0,Auto Debit,1,Social Media,3,284722,91816,697
500135,CUST000135,2021,2021-01-13,2021-04-30,Home,TX,C,77001,39.42,Y,Standard,Frame,Tile,1965,2,23,0,38,0,A,Direct,774.0,797.27,54.18,23.22,106.83,245417,0.0,0,1.03,1.0,12,0,1,0,0.1454,New,0.0,1,1,Upper Middle,245417,2000,5,0,Auto Debit,0,Social Media,3,265657,116212,803
500136,CUST000136,2021,2021-04-06,2021-04-30,Home,NY,D,14604,27.61,Y,Basic,Mixed,Shingle,2845,1,30,1,47,0,C,Direct,4549.01,4736.8,318.43,136.47,276.71,1159281,0.0,0,1.019,1.0,12,0,1,0,0.1295,New,0.0,1,1,Middle,1159281,1500,4,0,Credit Card,1,Online Search,1,1372975,86017,679
500137,CUST000137,2021,2021-10-27,2022-05-31,Condo,FL,D,33601,52.11,Y,Standard,Mixed,Tile,1345,1,30,0,60,0,C,Independent,1944.12,1972.1,165.25,233.29,159.49,281738,0.0,0,1.037,1.0,12,0,1,1,0.0984,New,0.0,0,1,Low,281738,1000,4,0,Bank Transfer,5,Online Search,4,305050,27729,627
500138,CUST000138,2021,2021-06-15,2022-04-30,Home,FL,A,32801,49.03,N,Standard,Mixed,Metal,2211,2,33,0,51,0,B,Broker,2153.06,1899.08,183.01,322.96,168.89,391532,0.0,0,0.912,1.0,12,1,0,0,0.0668,New,0.0,0,1,High,391532,1000,4,0,Debit Card,2,Agent Referral,4,452168,165748,701
500139,CUST000139,2021,2021-03-23,2021-12-31,Home,NY,A,12207,44.57,N,Premium,Frame,Shingle,2403,2,26,1,56,0,A,Direct,3670.65,3366.81,256.95,110.12,237.18,1194165,0.0,0,0.915,1.0,12,0,1,0,0.1278,New,0.0,1,1,Middle,1194165,1000,4,0,Credit Card,3,Social Media,8,1262393,71251,745
500140,CUST000140,2021,2021-06-18,2022-04-30,Home,CA,D,95814,34.69,N,Standard,Masonry,Metal,2856,2,40,0,60,0,A,Broker,3388.4,3171.47,237.19,508.26,224.48,915734,0.0,0,0.912,1.0,12,1,0,0,0.0961,New,0.0,1,1,High,915734,2500,4,0,Debit Card,2,Agent Referral,7,1115453,303816,796
500141,CUST000141,2021,2021-07-20,2022-01-31,Home,NY,C,11201,29.25,N,Standard,Masonry,Shingle,2079,2,24,0,63,1,C,Online,4244.2,3756.95,297.09,84.88,262.99,1012231,0.0,0,0.863,1.0,12,1,0,0,0.1054,New,0.0,1,1,Low,1012231,5000,4,0,Auto Debit,0,Social Media,7,1159732,36426,676
500142,CUST000142,2021,2021-03-24,2021-09-30,Home,WA,D,99201,17.77,N,Standard,Masonry,Shingle,2351,2,33,1,38,1,C,Independent,2633.12,2785.21,184.32,315.97,190.49,671318,0.0,0,1.05,1.0,12,0,0,0,0.0526,New,0.0,1,1,Middle,671318,1000,4,0,Auto Debit,0,Social Media,10,773805,80090,648
500143,CUST000143,2021,2021-12-03,2022-03-31,Home,NY,A,10001,29.21,Y,Standard,Mixed,Metal,1672,1,12,1,61,0,C,Online,3256.44,2862.3,227.95,65.13,218.54,866356,0.0,0,0.914,1.0,12,0,0,0,0.0625,New,0.0,1,1,Middle,866356,1000,5,0,Debit Card,2,Social Media,7,854936,86773,678
500144,CUST000144,2021,2021-01-14,2021-06-30,Home,FL,B,33101,43.77,Y,Basic,Masonry,Tile,2044,1,31,1,39,0,D,Broker,3565.17,3232.56,303.04,534.78,232.43,411096,0.0,0,0.909,1.0,12,0,0,1,0.0461,New,0.0,1,1,Middle,411096,1000,4,0,Auto Debit,4,Social Media,10,465242,79309,601
500145,CUST000145,2021,2021-09-04,2021-09-30,Home,TX,D,78701,21.88,N,Basic,Mixed,Metal,2499,1,0,0,65,0,D,Independent,1071.37,972.58,75.0,128.56,120.21,262807,0.0,0,0.925,1.0,12,1,1,1,0.1052,New,0.0,1,1,Low,262807,1000,4,0,Credit Card,6,Social Media,13,355577,35427,582
500146,CUST000146,2021,2021-10-22,2021-12-31,Rental,NY,C,11201,49.61,N,Standard,Frame,Shingle,1942,1,51,0,59,0,C,Broker,4317.97,4229.83,302.26,647.7,266.31,837912,0.0,0,0.933,1.0,12,0,1,0,0.0888,New,0.0,1,1,Middle,837912,1000,5,0,Auto Debit,0,Partner Referral,6,961489,60542,674
